# Papervale Trees — AI-Readable Product Catalogue
# Northern Ireland's first UKISG Certified tree nursery
# 48 Old Newry Road, Rathfriland, Co. Down, BT34 5BQ
# Tel: 028 3085 0059 | Email: info@papervaletrees.com
# Delivering throughout the UK & Ireland | 2-3 Day Tracked Delivery
# EU Plant Passport: UK/NI 8943 | VAT Reg No. 326849373
# Last updated: June 2026

## About
Papervale Trees is Northern Ireland's first UKISG Certified tree nursery, supplying over 300 varieties
of home-grown, fully traceable trees to home gardeners, landscape architects, and commercial contractors
across the UK and Ireland. Container-grown stock available all year round. Bareroot/rootball November–March.

## Shop
URL: https://www.papervaletrees.com/shop.html
Availability list: https://www.papervaletrees.com/availability.html

## Product Catalogue (758 lines, 430 species pages)
Format: Code | Latin Name | Common Name | Pot Size | Height | Price (inc. VAT) | Stock
  12389 | NYSSA sylvatica | Tupelo | 5Ltr | 140-160cm | £37.50 | Stock: 45
  12342 | NYSSA sylvatica | Tupelo | 35Ltr | 125-150cm | £120.00 | Stock: 3

### OSTRYA
  11075 | OSTRYA carpinifolia | Hop Hornbeam | 12Ltr | 200-250cm | £65.00 | Stock: 14
  14443 | OSTRYA carpinifolia | Hop Hornbeam | 12Ltr | 250-300cm | £80.00 | Stock: 5
  11076 | OSTRYA carpinifolia | Hop Hornbeam | 20Ltr | 300-350cm | £95.00 | Stock: 1

### PARROTIA
  14418 | PARROTIA persica | Persian Ironwood Tree | 12Ltr | 200-250cm | £85.00 | Stock: 1
  16343 | PARROTIA persica | Persian Ironwood [Shrub] | 5Ltr | 60-90cm | £31.50 | Stock: 30
  16300 | PARROTIA persica 'Persian Spire' | Persian Ironwood | 3Ltr | 50-75cm | £25.50 | Stock: 20
  11764 | PARROTIA persica 'Persian Spire' | Persian Ironwood | 3Ltr | 75-100cm | £37.50 | Stock: 10
  15800 | PARROTIA persica 'Vanessa' | Persian Ironwood | 3Ltr | 75-100cm | £28.50 | Stock: 32
  16240 | PARROTIA persica 'Vanessa' | Persian Ironwood | 7.5Ltr | 175-200cm | £60.00 | Stock: 15

### PAULOWNIA
  1084 | PAULOWNIA tomentosa | Foxglove Tree | 3Ltr | 75-100cm | £28.50 | Stock: 2
  15680 | PAULOWNIA tomentosa | Foxglove Tree | 25Ltr | 200-300cm | £125.00 | Stock: 13

### PHELLODENDRON
  16236 | PHELLODENDRON amurense | Amur cork tree | 3Ltr | 60-90cm | £24.00 | Stock: 28

### PICEA
  10855 | PICEA abies | Norway Spruce | 3Ltr | 75-100cm | £25.50 | Stock: 41
  15659 | PICEA abies | Norway Spruce | 12Ltr | 120-140cm | £45.00 | Stock: 1
  11591 | PICEA abies | Norway Spruce | 130Ltr | 350-400cm | £245.00 | Stock: 2
  15705 | PICEA glauca var. albertiana 'Conica' | Dwarf Alberta Spruce | 5Ltr | 30-40cm | £25.50 | Stock: 25
  16213 | PICEA omorika | Serbian Spruce | 3Ltr | 40-60cm | £24.00 | Stock: 35
  16247 | PICEA pungens glauca | Colorado Blue Spruce | 3Ltr | 40-60cm | £24.00 | Stock: 35
  11637 | PICEA sitchensis | Sitka Spruce | 3Ltr | 120-140cm | £24.00 | Stock: 19
  16312 | PICEA sitchensis | Sitka Spruce | 7.5Ltr | 150-175cm | £37.50 | Stock: 17

### PINUS
  11805 | PINUS armandii | Chinese White Pine | 3Ltr | 50-75cm | £22.50 | Stock: 33
  1430 | PINUS contorta | Lodgepole Pine | 7.5Ltr | 150-200cm | £55.00 | Stock: 14
  12516 | PINUS halepensis | Aleppo Pine | 5Ltr | 90-120cm | £28.50 | Stock: 9
  11625 | PINUS mugo mughus | Dwarf Mountain Pine | 3Ltr | 40-60cm | £24.00 | Stock: 42
  15663 | PINUS mugo mughus | Dwarf Mountain Pine | 20Ltr | 120-140cm | £55.00 | Stock: 2
  12564 | PINUS mugo subsp. uncinata | Mountain Pine | 12Ltr | 40-60cm | £34.50 | Stock: 1
  12565 | PINUS mugo subsp. uncinata | Mountain Pine | 5Ltr | 60-90cm | £34.50 | Stock: 10
  15801 | PINUS nigra | Black Pine | 5Ltr | 60-90cm | £25.50 | Stock: 25
  11857 | PINUS nigra | Black Pine | 5Ltr | 90-120cm | £31.50 | Stock: 21
  15664 | PINUS nigra laricio | Corsican Pine | 7.5Ltr | 175-200cm | £48.00 | Stock: 11
  10750 | PINUS pinaster | Maritime Pine | 5Ltr | 90-120cm | £31.50 | Stock: 10
  15625 | PINUS pinaster | Maritime Pine | 20Ltr | 200-250cm | £90.00 | Stock: 10
  15802 | PINUS pinea | Stone Pine | 3Ltr | 50-75cm | £25.50 | Stock: 9
  16326 | PINUS ponderosa | Western Yellow Pine | 3Ltr | 30-50cm | £25.50 | Stock: 50
  15803 | PINUS radiata | Monterey Pine | 5Ltr | 30-50cm | £28.50 | Stock: 3
  11710 | PINUS strobus | Weymouth Pine | 3Ltr | 90-120cm | £24.00 | Stock: 55
  11826 | PINUS strobus | Weymouth Pine | 5Ltr | 90-120cm | £28.50 | Stock: 35
  11858 | PINUS sylvestris | Scots Pine | 3Ltr | 90-120cm | £25.50 | Stock: 43
  16197 | PINUS sylvestris | Scots Pine | 5Ltr | 75-100cm | £28.50 | Stock: 10
  15665 | PINUS sylvestris | Scots Pine | 12Ltr | 120-150cm | £45.00 | Stock: 3
  10600 | PINUS sylvestris | Scots Pine | 110Ltr | 350-400cm | £425.00 | Stock: 2
  11752 | PINUS sylvestris | Scots Pine [c/s] | 130Ltr | 400-450cm | £495.00 | Stock: 2
  10173 | PINUS tabuliformis | Chinese Red Pine | 5Ltr | 100-125cm | £34.50 | Stock: 7
  10753 | PINUS wallichiana | Bhutan Pine | 3Ltr | 50-75cm | £28.50 | Stock: 80
  12542 | PINUS wallichiana | Bhutan Pine | 5Ltr | 75-100cm | £31.50 | Stock: 48

### PLATANUS
  12525 | PLATANUS orientalis | Oriental Plane | 3Ltr | 120-150cm | £28.50 | Stock: 16
  1458 | PLATANUS orientalis | Oriental Plane | 7.5Ltr | 175-200cm | £55.00 | Stock: 1
  13960 | PLATANUS orientalis | Oriental Plane | 35Ltr | 300-350cm | £195.00 | Stock: 3
  11091 | PLATANUS orientalis | Oriental Plane [bush] | 20Ltr | 175-200cm | £70.00 | Stock: 2
  12494 | PLATANUS x hispanica | London Plane | 3Ltr | 60-90cm | £18.00 | Stock: 8
  10756 | PLATANUS x hispanica | London Plane | 12Ltr | 200-250cm | £55.00 | Stock: 23
  13961 | PLATANUS x hispanica | London Plane | 50Ltr | 350-400cm | £175.00 | Stock: 6
  11510 | PLATANUS x hispanica | London Plane | 90Ltr | 500-600cm | £330.00 | Stock: 1

### POPULUS
  16289 | POPULUS alba | White Poplar | 7.5Ltr | 200-250cm | £45.00 | Stock: 15
  16324 | POPULUS canescens 'Koster' | Grey Poplar | 35Ltr | 500-600cm | £155.00 | Stock: 2
  15810 | POPULUS tremula 'Erecta' | Upright Aspen | 5Ltr | 100-125cm | £28.50 | Stock: 12
  11607 | POPULUS tremula 'Erecta' | Upright Aspen | 15Ltr | 250-300cm | £85.00 | Stock: 6

### PRUNUS
  11851 | PRUNUS 'Amanogawa' | Upright Flowering Cherry | 12Ltr | 200-250cm | £55.00 | Stock: 4
  12186 | PRUNUS 'Amanogawa' | Upright Flowering Cherry | 25Ltr | 250-300cm | £110.00 | Stock: 1
  11544 | PRUNUS avium | Wild Cherry | 35Ltr | 450-500cm | £165.00 | Stock: 4
  16108 | PRUNUS avium 'Plena' | Flowering Cherry | 5Ltr | 100-125cm | £34.50 | Stock: 29
  11514 | PRUNUS avium 'Plena' | Flowering Cherry | 130Ltr | 500-600cm | £485.00 | Stock: 1
  11582 | PRUNUS avium 'Plena' | Flowering Cherry | 230Ltr | 500-600cm | £650.00 | Stock: 2
  11875 | PRUNUS cer. 'Crimson Pointe' | Upright Cherry Plum | 12Ltr | 175-200cm | £48.00 | Stock: 10
  15746 | PRUNUS cer. 'Crimson Pointe' | Upright Cherry Plum | 70Ltr | 550-600cm | £365.00 | Stock: 2
  10963 | PRUNUS cerasifera 'Nigra' | Purple Leaf Plum | 7.5Ltr | 175-200cm | £48.00 | Stock: 1
  14397 | PRUNUS cerasifera 'Nigra' | Purple Leaf Plum | 12Ltr | 175-200cm | £60.00 | Stock: 2
  10643 | PRUNUS cerasifera 'Nigra' | Purple Leaf Plum | 25Ltr | 300-350cm | £115.00 | Stock: 12
  15812 | PRUNUS cerasifera 'Pissardii' | Cherry Plum | 5Ltr | 140-160cm | £34.50 | Stock: 25
  16140 | PRUNUS d. 'Merryweather Damson' | Fruiting Cherry | 12Ltr | 150-200cm | £24.00 | Stock: 9
  16174 | PRUNUS domestica 'Czar' | Plum | 12Ltr | 150-200cm | £37.50 | Stock: 9
  16173 | PRUNUS domestica 'Opal' | Opal Plum | 12Ltr | 150-200cm | £37.50 | Stock: 6
  16276 | PRUNUS domestica 'Reine Claude d'Oullins' | Greengage Plum | 12Ltr | 150-200cm | £37.50 | Stock: 9
  16175 | PRUNUS domestica 'Victoria' | Plum | 12Ltr | 150-200cm | £37.50 | Stock: 9
  16118 | PRUNUS domestica 'Victoria' | Plum | 20Ltr | 200-250cm | £65.00 | Stock: 11
  11108 | PRUNUS domestica 'Victoria' | Plum | 110Ltr | 400-450cm | £450.00 | Stock: 2
  16340 | PRUNUS Hybrid 'Shogetsu' | Blushing Bride Cherry | 180Ltr | 400-450cm | £650.00 | Stock: 1
  12591 | PRUNUS 'Kiku-shidare-zakura' | Cheal's Weeping Cherry | 12Ltr | 200-225cm | £55.00 | Stock: 7
  16290 | PRUNUS l. 'Novita' | Cherry Laurel [standard] | 70Ltr | 350-400cm | £345.00 | Stock: 10
  16269 | PRUNUS 'Okame' | Flowering Cherry | 3Ltr | 90-120cm | £28.50 | Stock: 5
  11542 | PRUNUS padus | Bird Cherry | 35Ltr | 350-400cm | £165.00 | Stock: 1
  16079 | PRUNUS padus 'Canada Red' | Bird Cherry | 12Ltr | 200-250cm | £60.00 | Stock: 7
  16314 | PRUNUS padus 'Canada Red' | Bird Cherry | 20Ltr | 250-300cm | £110.00 | Stock: 6
  15734 | PRUNUS padus 'Canada Red' | Bird Cherry | 35Ltr | 350-400cm | £165.00 | Stock: 6
  16081 | PRUNUS ser. 'Royal Burgundy' | Flowering Cherry | 3Ltr | 60-90cm | £25.50 | Stock: 9
  12590 | PRUNUS serr. 'Fugenzo' | Flowering Cherry | 20Ltr | 200-250cm | £65.00 | Stock: 9
  11189 | PRUNUS serrula 'Tibetica' | Tibetan Cherry | 70Ltr | 300-350cm | £395.00 | Stock: 1
  12203 | PRUNUS serrula 'Tibetica' | Tibetan Cherry [m/s] | 180Ltr | 300-350cm | £595.00 | Stock: 1
  16242 | PRUNUS serrulata 'Kanzan' | Pink Flowering Cherry Blossom | 3Ltr | 75-100cm | £28.50 | Stock: 10
  12589 | PRUNUS serrulata 'Kanzan' | Pink Flowering Cherry Blossom | 20Ltr | 200-250cm | £60.00 | Stock: 10
  13198 | PRUNUS serrulata 'Kanzan' | Pink Flowering Cherry Blossom | 50Ltr | 400-450cm | £285.00 | Stock: 2
  12543 | PRUNUS serrulata 'Tai Haku' | Great White Cherry | 3Ltr | 90-120cm | £28.50 | Stock: 28
  16171 | PRUNUS 'Stella' | Fruiting Cherry | 12Ltr | 150-200cm | £37.50 | Stock: 4
  16172 | PRUNUS 'Sunburst' | Fruiting Cherry | 12Ltr | 150-200cm | £37.50 | Stock: 6
  16044 | PRUNUS 'Sunset Boulevard' | White Flowering Cherry | 3Ltr | 60-90cm | £25.50 | Stock: 9
  12584 | PRUNUS 'Sunset Boulevard' | White Flowering Cherry | 20Ltr | 250-300cm | £75.00 | Stock: 12
  13966 | PRUNUS 'Sunset Boulevard' | White Flowering Cherry | 35Ltr | 400-450cm | £195.00 | Stock: 1
  1496 | PRUNUS 'Umineko' | Upright Flowering Cherry | 35Ltr | 300-350cm | £165.00 | Stock: 6
  15647 | PRUNUS x subhirtella 'Autumnalis' | Winter Flowering Cherry | 12Ltr | 250-300cm | £70.00 | Stock: 2
  13188 | PRUNUS x subhirtella 'Autumnalis' | Winter Flowering Cherry | 230Ltr | 400-500cm | £540.00 | Stock: 1
  11470 | PRUNUS x subhirtella 'Autumnalis Rosea' | Winter Flowering Cherry | 35Ltr | 300-350cm | £165.00 | Stock: 7

### PSEUDOTSUGA
  11641 | PSEUDOTSUGA menziesii | Douglas Fir | 5Ltr | 100-125cm | £24.00 | Stock: 19

### PTEROCARYA
  11714 | PTEROCARYA fraxinifolia | Caucasian Wingnut | 3Ltr | 60-90cm | £16.50 | Stock: 3
  16337 | PTEROCARYA fraxinifolia | Caucasian Wingnut | 7.5Ltr | 175-200cm | £45.00 | Stock: 25
  15692 | PTEROCARYA fraxinifolia | Caucasian Wingnut | 12Ltr | 200-250cm | £65.00 | Stock: 1

### PYRUS
  11801 | PYRUS calleryana | Callery Pear | P9 | 50-75cm | £6.50 | Stock: 16
  12396 | PYRUS calleryana 'Chanticleer' | Ornamental Pear | 2Ltr | 90-120cm | £28.50 | Stock: 20
  16046 | PYRUS calleryana 'Chanticleer' | Ornamental Pear | 5Ltr | 125-150cm | £34.50 | Stock: 14
  15648 | PYRUS calleryana 'Chanticleer' | Ornamental Pear | 20Ltr | 300-350cm | £75.00 | Stock: 21
  16334 | PYRUS calleryana 'Chanticleer' | Ornamental Pear | 35Ltr | 350-400cm | £160.00 | Stock: 2
  13968 | PYRUS calleryana 'Chanticleer' | Ornamental Pear | 50Ltr | 350-400cm | £295.00 | Stock: 12
  16176 | PYRUS communis 'Beurre Hardy' | Pear | 12Ltr | 150-200cm | £37.50 | Stock: 4
  16179 | PYRUS communis 'Concorde' | Concorde Pear | 12Ltr | 150-200cm | £37.50 | Stock: 2
  13050 | PYRUS communis 'Conference' | Pear | 7.5Ltr | 90-120cm | £34.50 | Stock: 10
  16177 | PYRUS communis 'Conference' | Pear | 12Ltr | 150-200cm | £37.50 | Stock: 5
  16124 | PYRUS communis 'Conference' | Pear | 25Ltr | 275-300cm | £85.00 | Stock: 4
  16126 | PYRUS communis 'Williams' | Williams Pear | 20Ltr | 200-250cm | £65.00 | Stock: 5
  16148 | PYRUS domestica 'Doyenne du Comice' | Comice Pear | 12Ltr | 150-200cm | £37.50 | Stock: 1
  12349 | PYRUS pyrifolia 'Chojuro' | Asian Pear | 35Ltr | 300-350cm | £155.00 | Stock: 1
  1645 | PYRUS salicifolia 'Pendula' | Weeping Silver Pear | 20Ltr | 200-250cm | £80.00 | Stock: 6

### QUERCUS
  16047 | QUERCUS acutissima | Sawtooth Oak | 3Ltr | 90-120cm | £28.50 | Stock: 34
  13972 | QUERCUS acutissima | Sawtooth Oak | 35Ltr | 300-350cm | £195.00 | Stock: 2
  11852 | QUERCUS bicolor | Swamp White Oak | 3Ltr | 90-120cm | £28.50 | Stock: 31
  11041 | QUERCUS bicolor | Swamp White Oak | 5Ltr | 125-150cm | £34.50 | Stock: 3
  16083 | QUERCUS buckleyi | Texas Red Oak | 5Ltr | 125-150cm | £31.50 | Stock: 24
  16048 | QUERCUS castaneifolia 'Green Spire' | Upright Chestnut-Leaved Oak | 3Ltr | 75-100cm | £28.50 | Stock: 12
  12397 | QUERCUS cerris | Turkey Oak | 3Ltr | 100-125cm | £28.50 | Stock: 25
  16335 | QUERCUS cerris | Turkey Oak | 12Ltr | 250-300cm | £95.00 | Stock: 1
  12420 | QUERCUS cerris | Turkey Oak | 35Ltr | 400-450cm | £160.00 | Stock: 4
  12418 | QUERCUS cerris | Turkey Oak | 50Ltr | 350-400cm | £175.00 | Stock: 1
  16342 | QUERCUS cerris | Turkey Oak | 35Ltr | 400-500cm | £190.00 | Stock: 2
  13991 | QUERCUS cerris | Turkey Oak | 50Ltr | 400-450cm | £225.00 | Stock: 2
  11853 | QUERCUS coccinea | Scarlet Oak | 3Ltr | 50-75cm | £25.50 | Stock: 6
  16316 | QUERCUS coccinea | Scarlet Oak | 12Ltr | 300-350cm | £65.00 | Stock: 3
  11673 | QUERCUS falcata 'Pagodifolia' | Cherrybark Red Oak | 5Ltr | 150-200cm | £37.50 | Stock: 20
  13261 | QUERCUS frainetto | Hungarian Oak | 5Ltr | 100-125cm | £34.50 | Stock: 7
  11823 | QUERCUS frainetto | Hungarian Oak | 7.5Ltr | 175-200cm | £60.00 | Stock: 4
  10214 | QUERCUS glauca | Japanese Blue Oak | 5Ltr | 100-150cm | £37.50 | Stock: 4
  13268 | QUERCUS ilex | Holm Oak | 3Ltr | 30-50cm | £25.50 | Stock: 28
  12398 | QUERCUS ilex | Holm Oak | 3Ltr | 120-140cm | £28.50 | Stock: 70
  11536 | QUERCUS ilex | Holm Oak | 25Ltr | 250-300cm | £215.00 | Stock: 6
  11537 | QUERCUS ilex | Holm Oak | 35Ltr | 250-300cm | £240.00 | Stock: 5
  10216 | QUERCUS imbricaria | Shingle Oak | 5Ltr | 150-200cm | £37.50 | Stock: 20
  14413 | QUERCUS imbricaria | Shingle Oak | 20Ltr | 250-300cm | £95.00 | Stock: 20
  14400 | QUERCUS libani | Lebanon Oak | 20Ltr | 250-300cm | £95.00 | Stock: 2
  11675 | QUERCUS macrocarpa | Bur Oak | 3Ltr | 75-100cm | £25.50 | Stock: 13
  1525 | QUERCUS myrsinifolia | Chinese Evergreen Oak | 5Ltr | 125-150cm | £48.00 | Stock: 12
  12540 | QUERCUS nigra | Water Oak | 3Ltr | 100-125cm | £28.50 | Stock: 25
  11679 | QUERCUS palustris | Pin Oak | 3Ltr | 120-150cm | £28.50 | Stock: 17
  16301 | QUERCUS palustris | Pin Oak | 5Ltr | 120-140cm | £34.50 | Stock: 11
  16051 | QUERCUS palustris 'Green Pillar' | Upright Pin Oak | 3Ltr | 120-150cm | £31.50 | Stock: 12
  14408 | QUERCUS palustris 'Green Pillar' | Upright Pin Oak | 7.5Ltr | 150-175cm | £42.00 | Stock: 1
  11270 | QUERCUS palustris 'Green Pillar' | Upright Pin Oak | 7.5Ltr | 200-250cm | £45.00 | Stock: 3
  11550 | QUERCUS palustris 'Green Pillar' | Upright Pin Oak | 20Ltr | 200-250cm | £95.00 | Stock: 4
  10723 | QUERCUS petraea | Sessile Oak | 5Ltr | 100-125cm | £22.50 | Stock: 7
  16297 | QUERCUS petraea | Sessile Oak | 3Ltr | 75-100cm | £25.50 | Stock: 75
  12520 | QUERCUS phellos | Willow Oak | 5Ltr | 100-125cm | £34.50 | Stock: 1
  15645 | QUERCUS phellos | Willow Oak | 25Ltr | 300-350cm | £115.00 | Stock: 7
  16054 | QUERCUS phillyreoides | Black Ridge Oak | 3Ltr | 60-90cm | £24.00 | Stock: 9
  1537 | QUERCUS phillyreoides | Black Ridge Oak | 5Ltr | 140-160cm | £48.00 | Stock: 6
  10874 | QUERCUS pubescens | Downy Oak | 3Ltr | 150-200cm | £31.50 | Stock: 22
  13976 | QUERCUS pubescens | Downy Oak | 35Ltr | 300-350cm | £180.00 | Stock: 3
  13978 | QUERCUS pyrenaica | Pyrenean Oak | 35Ltr | 350-400cm | £215.00 | Stock: 3
  15706 | QUERCUS robur | English Oak | 1Ltr | 30-50cm | £6.50 | Stock: 75
  15699 | QUERCUS robur | English Oak | 1Ltr | 100-125cm | £12.00 | Stock: 65
  11638 | QUERCUS robur | English Oak | 3Ltr | 100-125cm | £22.50 | Stock: 140
  10912 | QUERCUS robur | English Oak | 5Ltr | 150-200cm | £34.50 | Stock: 29
  15716 | QUERCUS robur | English Oak | 5Ltr | 200-250cm | £45.00 | Stock: 1
  10907 | QUERCUS robur | English Oak | 35Ltr | 350-400cm | £160.00 | Stock: 2
  10866 | QUERCUS robur 'Fastigiata Koster' | Koster Upright Oak | 12Ltr | 250-300cm | £65.00 | Stock: 6
  13269 | QUERCUS rubra | Red Oak | 3Ltr | 75-100cm | £24.00 | Stock: 16
  1547 | QUERCUS rubra | Red Oak | 5Ltr | 150-200cm | £28.50 | Stock: 11
  12557 | QUERCUS rubra | Red Oak | 12Ltr | 275-300cm | £65.00 | Stock: 11
  13270 | QUERCUS shumardii | Shumard Oak | 5Ltr | 120-140cm | £37.50 | Stock: 1
  1089 | QUERCUS suber | Cork Oak | 3Ltr | 90-120cm | £28.50 | Stock: 35
  13271 | QUERCUS texana | Texan Oak | 5Ltr | 100-125cm | £31.50 | Stock: 20
  11855 | QUERCUS turneri 'Pseudoturneri' | Turners Oak | 2Ltr | 75-100cm | £25.50 | Stock: 11
  16319 | QUERCUS turneri 'Pseudoturneri' | Turners Oak | 3Ltr | 75-100cm | £28.50 | Stock: 18
  11272 | QUERCUS turneri 'Pseudoturneri' | Turners Oak | 7.5Ltr | 75-100cm | £34.50 | Stock: 2
  16256 | QUERCUS velutina | Black Oak | 5Ltr | 175-200cm | £45.00 | Stock: 2
  11495 | QUERCUS x hispanica 'Wageningen' | Spanish Oak | 5Ltr | 90-120cm | £34.50 | Stock: 1

### RHUS
  16055 | RHUS typhina | Stag's Horn Sumach | 3Ltr | 100-125cm | £25.50 | Stock: 32
  12526 | RHUS typhina | Stag's Horn Sumach | 3Ltr | 175-200cm | £28.50 | Stock: 35
  11170 | RHUS typhina | Stag's Horn Sumach | 12Ltr | 200-250cm | £60.00 | Stock: 14
  11645 | RHUS typhina laciniata | Cutleaf Staghorn Sumach | 3Ltr | 120-140cm | £25.50 | Stock: 11
  12412 | RHUS typhina laciniata | Cutleaf Staghorn Sumach | 35Ltr | 200-250cm | £185.00 | Stock: 1

### ROBINIA
  13195 | ROBINIA 'Casque Rouge' | False Acacia | 35Ltr | 300-400cm | £185.00 | Stock: 8
  10899 | ROBINIA 'Casque Rouge' | False Acacia | 35Ltr | 400-450cm | £225.00 | Stock: 1
  16281 | ROBINIA pseudoacacia 'Frisia' | False Acacia | 3Ltr | 100-125cm | £28.50 | Stock: 20
  16056 | ROBINIA pseudoacacia 'Frisia' | False Acacia | 5Ltr | 140-160cm | £34.50 | Stock: 23
  12527 | ROBINIA pseudoacacia 'Frisia' | False Acacia | 7.5Ltr | 175-200cm | £48.00 | Stock: 6
  15639 | ROBINIA pseudoacacia 'Frisia' | False Acacia | 12Ltr | 200-250cm | £60.00 | Stock: 29

### SALIX
  12528 | SALIX alba 'Tristis' | Golden Weeping Willow | 3Ltr | 125-150cm | £28.50 | Stock: 2
  16271 | SALIX alba 'Tristis' | Golden Weeping Willow | 5Ltr | 125-150cm | £31.50 | Stock: 70
  11702 | SALIX alba 'Tristis' | Golden Weeping Willow | 5Ltr | 200-250cm | £37.50 | Stock: 19
  11003 | SALIX alba 'Tristis' | Golden Weeping Willow | 12Ltr | 250-300cm | £70.00 | Stock: 1
  11001 | SALIX alba 'Tristis' | Golden Weeping Willow | 130Ltr | 400-500cm | £440.00 | Stock: 1
  11640 | SALIX babylonica 'Tortuosa' | Dragon's Claw Willow | 12Ltr | 175-200cm | £65.00 | Stock: 12
  16057 | SALIX caprea 'Pendula' | Kilmarnock Willow | 12Ltr | 120-150cm | £37.50 | Stock: 15
  12609 | SALIX caprea 'Pendula' | Kilmarnock Willow | 20Ltr | 125-150cm | £55.00 | Stock: 2
  15713 | SALIX cinerea | Grey Willow | P9 | 60-90cm | £4.50 | Stock: 16
  12305 | SALIX integra 'Hakuro-nishiki' | Japanese Dappled Willow | 20Ltr | 175-200cm | £55.00 | Stock: 4

### SAMBUCUS
  10230 | SAMBUCUS nigra | Elder | 5Ltr | 100-125cm | £28.50 | Stock: 66

### SEQUOIA
  16238 | SEQUOIA sempervirens | Coastal Redwood | 3Ltr | 60-90cm | £28.50 | Stock: 26
  15623 | SEQUOIA sempervirens | Coastal Redwood | 12Ltr | 140-160cm | £70.00 | Stock: 2

### SOPHORA
  16215 | SOPHORA japonica | Japanese Pagoda | 3Ltr | 90-120cm | £28.50 | Stock: 78

### SORBUS
  11879 | SORBUS 'Golden Wonder' | Mountain Ash | 12Ltr | 200-225cm | £55.00 | Stock: 2
  13272 | SORBUS aria 'Lutescens' | Whitebeam | 5Ltr | 90-120cm | £31.50 | Stock: 20
  13273 | SORBUS aria 'Magnifica' | Whitebeam | 2Ltr | 90-120cm | £16.50 | Stock: 15
  15651 | SORBUS aria 'Magnifica' | Whitebeam | 20Ltr | 200-225cm | £70.00 | Stock: 2
  15652 | SORBUS aucuparia | Rowan or Mountain Ash | 7.5Ltr | 200-250cm | £48.00 | Stock: 24
  11598 | SORBUS aucuparia | Rowan or Mountain Ash | 35Ltr | 400-450cm | £170.00 | Stock: 2
  13203 | SORBUS aucuparia | Rowan or Mountain Ash | 50Ltr | 400-450cm | £210.00 | Stock: 3
  13202 | SORBUS aucuparia | Rowan or Mountain Ash | 50Ltr | 400-450cm | £240.00 | Stock: 2
  16060 | SORBUS aucuparia 'Autumn Spire' | Upright Mountain Ash | 5Ltr | 100-125cm | £34.50 | Stock: 30
  10813 | SORBUS aucuparia 'Cardinal Royal' | Rowan | 160Ltr | 450-500cm | £425.00 | Stock: 1
  12587 | SORBUS aucuparia 'Sheerwater Seedling' | Rowan | 7.5Ltr | 200-225cm | £45.00 | Stock: 7
  11881 | SORBUS commixta | Japanese Rowan | 5Ltr | 140-160cm | £37.50 | Stock: 14
  15653 | SORBUS 'Eastern Promise' | Mountain Ash | 7.5Ltr | 150-200cm | £45.00 | Stock: 9
  11887 | SORBUS hupehensis 'Pink Pagoda' | Mountain Ash | 12Ltr | 200-225cm | £55.00 | Stock: 2
  11708 | SORBUS intermedia | Swedish Whitebeam | 5Ltr | 125-150cm | £31.50 | Stock: 46
  12195 | SORBUS intermedia | Swedish Whitebeam | 25Ltr | 350-400cm | £195.00 | Stock: 1
  15741 | SORBUS 'Olympic Flame' | Rowan | 3Ltr | 175-200cm | £31.50 | Stock: 10
  11656 | SORBUS 'Olympic Flame' | Rowan | 5Ltr | 175-200cm | £37.50 | Stock: 3
  15704 | SORBUS pseudovilmorinii | Rowan | 3Ltr | 60-90cm | £28.50 | Stock: 12
  11280 | SORBUS thur. 'Fastigiata' | Hybrid Whitebeam | 7.5Ltr | 200-225cm | £55.00 | Stock: 3
  13274 | SORBUS torminalis | Wild Service Tree | 3Ltr | 90-120cm | £25.50 | Stock: 45
  1586 | SORBUS torminalis | Wild Service Tree | 90Ltr | 450-500cm | £325.00 | Stock: 1
  11046 | SORBUS vilmorinii | Vilmorin's Rowan | 12Ltr | 300-350cm | £95.00 | Stock: 1

### STEWARTIA
  11282 | STEWARTIA pseudocamellia | Japanese Stewartia | 3Ltr | 100-125cm | £34.50 | Stock: 9

### SYRINGA
  11156 | SYRINGA vulgaris 'Madame Lemoine' | Lilac | 2Ltr | 50-75cm | £22.50 | Stock: 20

### TAXODIUM
  1143 | TAXODIUM distichum | Swamp Cypress | 3Ltr | 100-125cm | £28.50 | Stock: 36

### TAXUS
  1592 | TAXUS baccata | Yew | 3Ltr | 50-75cm | £22.50 | Stock: 35
  16233 | TAXUS baccata | Yew | 7.5Ltr | 80-100cm | £45.00 | Stock: 6
  1144 | TAXUS baccata Fastigiata Aurea | Golden Irish Yew | 3Ltr | 50-75cm | £24.00 | Stock: 24
  16062 | TAXUS baccata 'Fastigiata Robusta' | English Yew | 3Ltr | 30-50cm | £22.50 | Stock: 31

### TETRADIUM
  1145 | TETRADIUM daniellii | Bee-bee Tree | 3Ltr | 90-120cm | £28.50 | Stock: 4
  16323 | TETRADIUM daniellii | Bee-bee Tree | 12Ltr | 200-250cm | £65.00 | Stock: 16

### THUJA
  12488 | THUJA plicata 'Gelderland' | Western Red Cedar | 60Ltr | 300-350cm | £140.00 | Stock: 3
  16298 | THUJA occidentalis 'Smaragd' | White Cedar | 3Ltr | 50-75cm | £18.00 | Stock: 30
  10862 | THUJA occidentalis 'Smaragd' | White Cedar | 3Ltr | 75-100cm | £25.50 | Stock: 12
